# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# Energies in MeV
# Z K L1 L2 L3 M1 M2 M3 M4 M5 N1 N2 N3
3.200000000000000000e+01 1.110309999999999943e-02 1.414300000000000062e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.216700000000000030e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.247800000000000081e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+01 1.186670000000000086e-02 1.526500000000000079e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.323100000000000014e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.358599999999999955e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 1.265780000000000030e-02 1.653900000000000032e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.435800000000000097e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.476199999999999995e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 1.347369999999999991e-02 1.781999999999999947e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.549900000000000106e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.595999999999999979e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+01 1.432560000000000083e-02 1.920999999999999965e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.674900000000000000e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.727199999999999916e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.700000000000000000e+01 1.519970000000000002e-02 2.065099999999999835e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.804400000000000058e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.863899999999999932e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+01 1.610460000000000017e-02 2.216300000000000041e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.939600000000000091e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.006799999999999990e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000000e+01 1.703839999999999869e-02 2.372500000000000043e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.079999999999999818e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.155499999999999864e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 1.799759999999999902e-02 2.531600000000000170e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.222299999999999970e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.306700000000000070e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.100000000000000000e+01 1.898559999999999831e-02 2.697699999999999924e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.370500000000000211e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.464699999999999790e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000000e+01 1.999949999999999992e-02 2.865499999999999992e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.520199999999999784e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.625100000000000003e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.300000000000000000e+01 2.104400000000000021e-02 3.042500000000000066e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.676899999999999853e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.793200000000000023e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000000e+01 2.211720000000000005e-02 3.223999999999999869e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.837899999999999971e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.966900000000000179e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.500000000000000000e+01 2.321990000000000165e-02 3.411899999999999829e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.003800000000000046e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.146100000000000198e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.600000000000000000e+01 2.435029999999999833e-02 3.604299999999999952e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.173299999999999992e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.330300000000000014e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.700000000000000000e+01 2.551399999999999849e-02 3.805799999999999808e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.351100000000000086e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.523699999999999836e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.800000000000000000e+01 2.671120000000000091e-02 4.017999999999999870e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.537499999999999846e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.726999999999999844e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.900000000000000000e+01 2.793990000000000015e-02 4.237499999999999947e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.730100000000000082e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.937999999999999660e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 2.920009999999999967e-02 4.464700000000000266e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.928799999999999654e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.156100000000000246e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.100000000000000000e+01 3.049119999999999955e-02 4.698299999999999872e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.132199999999999936e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.380399999999999572e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.200000000000000000e+01 3.181380000000000319e-02 4.939200000000000361e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.005999999999999950e-03 4.341399999999999600e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.611999999999999780e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.300000000000000000e+01 3.316940000000000166e-02 5.188100000000000177e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.072100000000000093e-03 4.557099999999999693e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.852099999999999816e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000000e+01 3.456139999999999907e-02 5.452799999999999835e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.149000000000000065e-03 4.782200000000000339e-03 0.000000000000000000e+00 0.000000000000000000e+00 5.103700000000000077e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.500000000000000000e+01 3.598459999999999853e-02 5.714300000000000282e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.217100000000000039e-03 5.011899999999999689e-03 0.000000000000000000e+00 1.064999999999999974e-03 5.359400000000000275e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.600000000000000000e+01 3.744059999999999749e-02 5.988799999999999853e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.292799999999999982e-03 5.246999999999999928e-03 1.062199999999999906e-03 1.136700000000000037e-03 5.623600000000000300e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.700000000000000000e+01 3.892459999999999670e-02 6.266299999999999822e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.361299999999999967e-03 5.482700000000000073e-03 1.123400000000000093e-03 1.204400000000000002e-03 5.890600000000000176e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.800000000000000000e+01 4.044299999999999978e-02 6.548799999999999587e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.436599999999999900e-03 5.723400000000000015e-03 1.185400000000000082e-03 1.272799999999999930e-03 6.164199999999999888e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.900000000000000000e+01 4.199060000000000292e-02 6.834800000000000250e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.510999999999999973e-03 5.964299999999999637e-03 1.242199999999999945e-03 1.337400000000000090e-03 6.440399999999999771e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+01 4.356890000000000068e-02 7.126000000000000389e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.005000000000000034e-03 1.575299999999999964e-03 6.207899999999999703e-03 1.297399999999999986e-03 1.402800000000000054e-03 6.721500000000000044e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.100000000000000000e+01 4.518400000000000194e-02 7.427900000000000301e-03 0.000000000000000000e+00 1.026900000000000078e-03 1.051499999999999917e-03 1.652999999999999955e-03 6.459300000000000284e-03 1.356900000000000077e-03 1.471400000000000095e-03 7.012799999999999589e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.200000000000000000e+01 4.683419999999999944e-02 7.736800000000000274e-03 0.000000000000000000e+00 1.080199999999999910e-03 1.105999999999999995e-03 1.722800000000000026e-03 6.716200000000000295e-03 1.419799999999999925e-03 1.540700000000000099e-03 7.311800000000000244e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.300000000000000000e+01 4.851899999999999963e-02 8.052000000000000129e-03 0.000000000000000000e+00 1.130900000000000004e-03 1.160599999999999913e-03 1.799999999999999951e-03 6.976900000000000289e-03 1.480600000000000102e-03 1.613899999999999927e-03 7.617099999999999912e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000000e+01 5.023910000000000181e-02 8.375600000000000406e-03 0.000000000000000000e+00 1.185199999999999969e-03 1.217200000000000096e-03 1.880799999999999963e-03 7.242799999999999759e-03 1.544000000000000017e-03 1.688300000000000000e-03 7.930299999999999502e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.500000000000000000e+01 5.199569999999999886e-02 8.708000000000000462e-03 0.000000000000000000e+00 1.241200000000000029e-03 1.275000000000000092e-03 1.967500000000000065e-03 7.513999999999999846e-03 1.611299999999999972e-03 1.767700000000000087e-03 8.251599999999999560e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.600000000000000000e+01 5.378850000000000298e-02 9.045799999999999674e-03 0.000000000000000000e+00 1.294900000000000087e-03 1.332499999999999917e-03 2.046800000000000095e-03 7.790100000000000323e-03 1.675599999999999963e-03 1.841799999999999991e-03 8.580600000000000727e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.700000000000000000e+01 5.561769999999999908e-02 9.394200000000000120e-03 0.000000000000000000e+00 1.351399999999999997e-03 1.391499999999999942e-03 2.128300000000000070e-03 8.071099999999999455e-03 1.741200000000000039e-03 1.922799999999999900e-03 8.917800000000000032e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.800000000000000000e+01 5.748550000000000187e-02 9.751299999999999205e-03 0.000000000000000000e+00 1.409300000000000049e-03 1.453300000000000035e-03 2.206500000000000128e-03 8.357899999999999704e-03 1.811799999999999912e-03 2.005799999999999857e-03 9.264299999999999619e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.900000000000000000e+01 5.938960000000000072e-02 1.011570000000000004e-02 0.000000000000000000e+00 1.467699999999999951e-03 1.514600000000000061e-03 2.306799999999999910e-03 8.647999999999999438e-03 1.884500000000000107e-03 2.089800000000000164e-03 9.616899999999999407e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+01 6.133229999999999932e-02 1.048639999999999989e-02 0.000000000000000000e+00 1.527799999999999948e-03 1.576300000000000097e-03 2.398099999999999798e-03 8.943599999999999467e-03 1.949800000000000014e-03 2.173000000000000018e-03 9.978199999999999570e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.100000000000000000e+01 6.331380000000000341e-02 1.087040000000000055e-02 0.000000000000000000e+00 1.588500000000000068e-03 1.639400000000000059e-03 2.491199999999999838e-03 9.244099999999999887e-03 2.023599999999999965e-03 2.263499999999999887e-03 1.034859999999999947e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.200000000000000000e+01 6.535080000000000056e-02 1.127069999999999982e-02 0.000000000000000000e+00 1.661699999999999896e-03 1.716400000000000087e-03 2.600900000000000174e-03 9.560700000000000101e-03 2.107599999999999838e-03 2.365400000000000141e-03 1.073939999999999964e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.300000000000000000e+01 6.741640000000000132e-02 1.168149999999999918e-02 0.000000000000000000e+00 1.735100000000000054e-03 1.793200000000000002e-03 2.707999999999999904e-03 9.881100000000000300e-03 2.194000000000000204e-03 2.468699999999999888e-03 1.113609999999999947e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.400000000000000000e+01 6.952500000000000346e-02 1.209980000000000083e-02 0.000000000000000000e+00 1.809199999999999958e-03 1.871599999999999956e-03 2.819599999999999797e-03 1.020680000000000025e-02 2.281000000000000041e-03 2.574900000000000192e-03 1.154400000000000044e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e+01 7.167640000000000122e-02 1.252669999999999999e-02 0.000000000000000000e+00 1.822400000000000062e-03 1.948899999999999938e-03 2.931700000000000191e-03 1.053529999999999918e-02 2.367300000000000133e-03 2.681600000000000129e-03 1.195869999999999919e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.600000000000000000e+01 7.387080000000000035e-02 1.296800000000000036e-02 0.000000000000000000e+00 1.960100000000000210e-03 2.030800000000000140e-03 3.048499999999999995e-03 1.087089999999999931e-02 2.457200000000000096e-03 2.792199999999999890e-03 1.238500000000000018e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.700000000000000000e+01 7.611099999999999810e-02 1.341849999999999987e-02 0.000000000000000000e+00 2.040399999999999939e-03 2.116100000000000099e-03 3.173699999999999785e-03 1.121540000000000037e-02 2.550699999999999929e-03 2.908700000000000174e-03 1.282409999999999974e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.800000000000000000e+01 7.839480000000000059e-02 1.387990000000000057e-02 0.000000000000000000e+00 2.121599999999999962e-03 2.201900000000000125e-03 3.295999999999999885e-03 1.156369999999999967e-02 2.645400000000000008e-03 3.026500000000000110e-03 1.327260000000000072e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.900000000000000000e+01 8.072490000000000221e-02 1.435280000000000063e-02 0.000000000000000000e+00 2.205700000000000108e-03 2.291099999999999907e-03 3.424899999999999819e-03 1.191870000000000082e-02 2.743000000000000212e-03 3.147800000000000077e-03 1.373360000000000032e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+01 8.310230000000000394e-02 1.483929999999999971e-02 0.000000000000000000e+00 2.294899999999999891e-03 2.384900000000000127e-03 3.561599999999999835e-03 1.228390000000000037e-02 2.847099999999999978e-03 3.278500000000000164e-03 1.420869999999999946e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.100000000000000000e+01 8.553040000000000642e-02 1.534669999999999958e-02 0.000000000000000000e+00 2.389300000000000018e-03 2.485100000000000069e-03 3.704100000000000101e-03 1.265750000000000035e-02 2.956600000000000200e-03 3.415699999999999813e-03 1.469789999999999985e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.200000000000000000e+01 8.800449999999999939e-02 1.586080000000000129e-02 0.000000000000000000e+00 2.484000000000000097e-03 2.585599999999999964e-03 3.850699999999999869e-03 1.303520000000000026e-02 3.066399999999999942e-03 3.554199999999999981e-03 1.519999999999999997e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.300000000000000000e+01 9.052590000000000636e-02 1.638749999999999929e-02 0.000000000000000000e+00 2.579600000000000035e-03 2.687600000000000058e-03 3.999100000000000224e-03 1.341859999999999928e-02 3.176899999999999863e-03 3.696300000000000020e-03 1.571109999999999868e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.400000000000000000e+01 9.310499999999999332e-02 1.693930000000000088e-02 0.000000000000000000e+00 2.683000000000000055e-03 2.798000000000000140e-03 4.149400000000000137e-03 1.381379999999999934e-02 3.301899999999999974e-03 3.854100000000000061e-03 1.624429999999999971e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.500000000000000000e+01 9.572990000000000665e-02 1.749300000000000160e-02 1.041999999999999958e-03 2.786700000000000028e-03 2.908700000000000174e-03 4.316999999999999657e-03 1.421350000000000044e-02 3.425999999999999792e-03 4.008000000000000278e-03 1.678469999999999962e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.600000000000000000e+01 9.840400000000000535e-02 1.804899999999999907e-02 1.097000000000000102e-03 2.892399999999999832e-03 3.021499999999999880e-03 4.481999999999999873e-03 1.461939999999999941e-02 3.537999999999999912e-03 4.159000000000000370e-03 1.733710000000000112e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.700000000000000000e+01 1.011370000000000047e-01 1.863899999999999932e-02 1.152999999999999945e-03 2.999899999999999789e-03 3.136200000000000012e-03 4.651999999999999885e-03 1.503119999999999977e-02 3.663000000000000023e-03 4.327000000000000117e-03 1.790649999999999881e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.800000000000000000e+01 1.039220000000000005e-01 1.923669999999999894e-02 1.208400000000000099e-03 3.104899999999999848e-03 3.248399999999999812e-03 4.821999999999999897e-03 1.544440000000000049e-02 3.791800000000000118e-03 4.489499999999999567e-03 1.848429999999999865e-02 1.057599999999999903e-03 0.000000000000000000e+00
